City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
288,Usinsk,RU,2023-07-28 21:35:13,65.9939,57.5281,55.54,78,24,6.04
289,Niquelandia,BR,2023-07-28 21:34:23,-14.4739,-48.4597,82.42,28,65,2.55
290,Arraial Do Cabo,BR,2023-07-28 21:35:13,-22.9661,-42.0278,73.26,83,0,11.5
291,Jember,ID,2023-07-28 21:35:14,-8.166,113.7032,67.01,92,57,0.85
292,Nantucket,US,2023-07-28 21:36:14,41.2835,-70.0995,86.05,75,0,16.31
293,Fortaleza,BR,2023-07-28 21:32:55,-3.7227,-38.5247,81.21,83,40,11.5
294,Sisimiut,GL,2023-07-28 21:36:14,66.9395,-53.6735,44.6,81,65,2.59
295,Tommot,RU,2023-07-28 21:36:14,58.9564,126.2925,62.62,72,47,3.2
296,Sitka,US,2023-07-28 21:36:16,57.0531,-135.33,69.69,64,0,6.91
297,Dryden,CA,2023-07-28 21:36:16,49.7833,-92.7503,64.69,63,100,4.61
298,Newman,US,2023-07-28 21:36:17,37.3138,-121.0208,97.14,9,0,3.38
299,Ajdabiya,LY,2023-07-28 21:36:18,30.7554,20.2263,80.11,58,0,12.8
300,Santa Cruz,BO,2023-07-28 21:32:16,-17.8,-63.1667,71.65,56,40,16.11
301,Cambria,US,2023-07-28 21:36:18,35.5641,-121.0808,104.56,48,11,13.6
302,West Island,CC,2023-07-28 21:36:18,-12.1568,96.8225,76.98,78,75,18.41
303,Tucupita,VE,2023-07-28 21:36:19,9.0622,-62.051,85.06,69,80,7.45
304,Port Moresby,PG,2023-07-28 21:32:08,-9.4431,147.1797,74.62,88,40,11.5
305,Rodolfo Sanchez Taboada,MX,2023-07-28 21:36:19,31.7167,-116.5667,76.1,69,79,4.0
306,Visby,SE,2023-07-28 21:36:19,57.6409,18.296,62.82,72,10,5.75
307,Viedma,AR,2023-07-28 21:36:19,-40.8135,-62.9967,50.45,57,97,19.24
308,Jamestown,US,2023-07-28 21:36:20,42.097,-79.2353,83.52,68,0,5.75
309,Baymak,RU,2023-07-28 21:36:20,52.5933,58.3225,63.95,70,1,5.82
310,Russkaya Polyana,UA,2023-07-28 21:36:20,49.417,31.9201,59.0,63,0,6.15
311,Inhambane,MZ,2023-07-28 21:36:20,-23.865,35.3833,65.91,77,0,7.61
312,Tamandare,BR,2023-07-28 21:36:20,-8.7597,-35.1047,74.62,80,11,7.2
313,Mirny,RU,2023-07-28 21:36:21,62.5353,113.9611,60.96,78,79,5.12
314,Tromso,NO,2023-07-28 21:34:58,69.6496,18.957,50.38,87,20,10.36
315,Saint-Flour,FR,2023-07-28 21:36:21,45.0833,3.0,61.88,79,76,2.91
316,Cockburn Town,TC,2023-07-28 21:32:45,21.4612,-71.1419,85.96,70,40,11.5
317,Cuatro Cienegas De Carranza,MX,2023-07-28 21:36:21,26.9833,-102.0833,95.58,19,1,16.58
318,Fale Old Settlement,TK,2023-07-28 21:36:21,-9.3852,-171.2468,83.71,72,100,15.23
319,Mweka,CD,2023-07-28 21:36:22,-4.85,21.5667,72.72,34,33,0.74
320,Cozumel,MX,2023-07-28 21:33:56,20.5083,-86.9458,89.67,81,75,8.05
321,Rio Grande,BR,2023-07-28 21:36:22,-32.035,-52.0986,53.71,74,92,12.08
322,Lompoc,US,2023-07-28 21:35:51,34.6391,-120.4579,96.01,60,20,10.36
323,Ixtapa,MX,2023-07-28 21:33:04,20.7,-105.2,93.22,62,20,11.5
324,Labytnangi,RU,2023-07-28 21:36:23,66.6572,66.4183,59.61,90,63,6.13
325,Kalevala,RU,2023-07-28 21:36:23,65.2,31.1667,56.17,96,100,14.83
326,Natitingou,BJ,2023-07-28 21:36:23,10.3042,1.3796,73.65,91,100,2.71
327,Al Jawf,SA,2023-07-28 21:36:23,29.5,38.75,84.99,14,0,3.96
328,Changde,CN,2023-07-28 21:36:23,29.0464,111.6783,76.15,92,52,3.62
329,Aasiaat,GL,2023-07-28 21:36:24,68.7098,-52.8699,37.63,93,64,8.88
330,Genthin,DE,2023-07-28 21:36:24,52.4,12.1667,67.24,94,44,4.03
331,Bonthe,SL,2023-07-28 21:36:24,7.5264,-12.505,75.88,94,100,9.62
332,Bandarbeyla,SO,2023-07-28 21:36:24,9.4942,50.8122,76.39,79,100,29.28
333,Mangai,CD,2023-07-28 21:36:24,-4.05,19.5333,74.44,33,12,0.11
334,Cidade Velha,CV,2023-07-28 21:36:24,14.9167,-23.6167,81.07,69,40,13.8
335,Czarna Bialostocka,PL,2023-07-28 21:36:25,53.3051,23.2815,60.82,92,99,6.53
336,Revda,RU,2023-07-28 21:36:25,56.801,59.9303,57.25,95,9,3.87
337,Ibotirama,BR,2023-07-28 21:35:27,-12.1853,-43.2206,79.23,53,86,9.26
338,Lesnoy,RU,2023-07-28 21:37:25,57.6198,63.0784,58.19,96,19,7.0
339,Porto Torres,IT,2023-07-28 21:37:27,40.835,8.3972,71.78,72,0,5.59
340,Muhos,FI,2023-07-28 21:37:27,64.808,25.9931,60.76,92,100,13.11
341,Kamaishi,JP,2023-07-28 21:37:27,39.2667,141.8833,79.38,71,0,3.09
342,Eyl,SO,2023-07-28 21:37:27,7.9803,49.8164,79.36,67,96,24.05
343,Juneau,US,2023-07-28 21:37:28,58.3019,-134.4197,72.1,100,0,11.5
344,Kilindoni,TZ,2023-07-28 21:37:28,-7.9139,39.6668,75.85,79,0,12.08
345,Prineville,US,2023-07-28 21:33:18,44.2999,-120.8345,87.91,27,0,5.75
346,Namsos,NO,2023-07-28 21:37:28,64.4662,11.4957,55.45,94,40,4.61
347,As Saffaniyah,SA,2023-07-28 21:37:28,27.9708,48.73,95.65,24,6,11.77
348,Kapuskasing,CA,2023-07-28 21:35:12,49.4169,-82.4331,64.49,59,75,12.66
349,Acarau,BR,2023-07-28 21:37:29,-2.8856,-40.12,79.34,77,16,17.31
350,Altay,CN,2023-07-28 21:37:29,47.8667,88.1167,60.75,78,97,0.81
351,Kerikeri,NZ,2023-07-28 21:37:29,-35.2268,173.9474,46.9,94,97,1.01
352,Ebon,MH,2023-07-28 21:37:29,4.582,168.6964,83.88,76,86,12.37
353,Hue,VN,2023-07-28 21:36:14,16.4667,107.6,84.31,74,40,2.3
354,Saint-Pierre,RE,2023-07-28 21:37:29,-21.3393,55.4781,64.08,63,0,8.05
355,Tianpeng,CN,2023-07-28 21:37:30,30.9866,103.9393,77.47,91,56,3.09
356,Yeed,SO,2023-07-28 21:37:30,4.55,43.0333,78.15,56,54,21.59
357,Codrington,AU,2023-07-28 21:37:30,-38.2667,141.9667,49.71,96,30,14.5
358,Carnarvon,AU,2023-07-28 21:37:30,-24.8667,113.6333,57.58,79,0,14.09
359,Lorengau,PG,2023-07-28 21:37:30,-2.0226,147.2712,83.1,75,86,6.49
360,Tuy Hoa,VN,2023-07-28 21:37:30,13.0833,109.3,81.12,75,97,12.97
361,Hasaki,JP,2023-07-28 21:37:31,35.7333,140.8333,82.31,83,3,9.46
362,Tshabong,BW,2023-07-28 21:37:31,-26.05,22.45,70.21,25,96,23.24
363,Sinabang,ID,2023-07-28 21:37:31,2.4803,96.3801,79.14,80,82,1.48
364,Gusinoozyorsk,RU,2023-07-28 21:37:31,51.2833,106.5,62.58,67,44,2.62
365,New Norfolk,AU,2023-07-28 21:37:31,-42.7826,147.0587,55.92,78,100,2.89
366,Katsuura,JP,2023-07-28 21:37:31,35.1333,140.3,80.1,83,8,9.01
367,Borova,UA,2023-07-28 21:37:32,50.1763,30.1043,66.25,60,82,6.76
368,Tilaran,CR,2023-07-28 21:37:32,10.4703,-84.9671,76.62,83,89,7.36
369,Mugia,ES,2023-07-28 21:37:32,43.1041,-9.2179,69.91,97,57,11.39
370,North Bend,US,2023-07-28 21:37:32,43.4065,-124.2243,76.24,63,0,19.57
371,Terbanggi Besar,ID,2023-07-28 21:37:32,-4.8667,105.2333,73.71,91,98,5.17
372,Reyes,BO,2023-07-28 21:37:32,-14.3167,-67.3833,74.59,79,92,3.96
373,Tenkodogo,BF,2023-07-28 21:37:33,11.78,-0.3697,78.37,80,100,6.8
374,Sabang,ID,2023-07-28 21:37:33,5.8933,95.3214,82.33,76,100,22.3
375,Kone,NC,2023-07-28 21:37:33,-21.0595,164.8658,69.78,53,97,5.84
376,Ephraim,US,2023-07-28 21:37:33,39.3597,-111.5863,96.26,14,43,13.96
377,Sirte,LY,2023-07-28 21:37:33,31.2089,16.5887,80.49,70,0,9.57
378,Talcahuano,CL,2023-07-28 21:37:34,-36.7167,-73.1167,56.88,82,0,6.91
379,Male,MV,2023-07-28 21:37:34,4.1748,73.5089,84.15,84,75,8.05
380,Vila Do Maio,CV,2023-07-28 21:37:34,15.1333,-23.2167,81.39,76,93,17.78
381,Cherryville,IE,2023-07-28 21:37:34,53.1569,-6.9667,60.55,88,100,11.18
382,Pimentel,PE,2023-07-28 21:37:34,-6.8367,-79.9342,79.09,61,0,19.57
383,Bardai,NG,2023-07-28 21:37:34,11.65,7.2333,73.58,83,95,5.32
384,Alaghsas,NE,2023-07-28 21:37:35,17.0187,8.0168,94.15,28,95,4.0
385,Chonchi,CL,2023-07-28 21:37:35,-42.6128,-73.8092,54.12,93,100,11.18
386,Moroni,KM,2023-07-28 21:37:35,-11.7022,43.2551,73.4,60,20,6.91
387,Jucuapa,SV,2023-07-28 21:38:35,13.5167,-88.3833,88.61,71,92,4.09
388,San Patricio,US,2023-07-28 21:38:35,28.017,-97.5169,99.32,40,15,19.82
389,Hexham,GB,2023-07-28 21:38:35,54.9699,-2.104,62.98,78,100,7.61
390,Camocim,BR,2023-07-28 21:38:36,-2.9022,-40.8411,81.01,69,30,17.45
391,Ambo,PE,2023-07-28 21:38:36,-10.1308,-76.2047,69.42,57,67,10.36
392,Apolinario Saravia,AR,2023-07-28 21:38:36,-24.4328,-63.9954,64.69,46,0,4.54
393,Kidal,ML,2023-07-28 21:38:37,18.4411,1.4078,96.93,21,84,9.01
394,Geraldton,AU,2023-07-28 21:38:37,-28.7667,114.6,50.41,87,40,10.36
395,Nouadhibou,MR,2023-07-28 21:38:37,20.931,-17.0347,69.62,82,19,25.64
396,Kalmunai,LK,2023-07-28 21:38:37,7.4167,81.8167,80.29,73,98,2.46
397,Tenenkou,ML,2023-07-28 21:38:37,14.4572,-4.9169,88.5,51,100,17.81
398,Ambon,ID,2023-07-28 21:38:37,-3.6954,128.1814,79.88,95,40,3.44
399,Bowen,AU,2023-07-28 21:38:38,-20.0167,148.2333,66.0,78,94,11.3
400,Fuyang,CN,2023-07-28 21:38:38,32.9,115.8167,76.77,96,100,12.24
401,Adoru,NG,2023-07-28 21:38:38,6.9766,7.1627,73.42,99,100,7.49
402,Tsetserleg,MN,2023-07-28 21:38:38,47.475,101.4542,54.03,81,15,4.63
403,Kenora,CA,2023-07-28 21:38:38,49.8167,-94.4337,65.37,68,75,3.44
404,Palopo,ID,2023-07-28 21:38:39,-2.9996,120.1921,74.59,82,95,2.33
405,Cole Harbour,CA,2023-07-28 21:38:39,44.6724,-63.4751,83.59,74,13,11.5
406,Praia,CV,2023-07-28 21:38:39,14.9215,-23.5087,81.14,69,40,13.8
407,Aboisso,CI,2023-07-28 21:38:39,5.4678,-3.2071,75.16,93,100,3.36
408,Callao,PE,2023-07-28 21:38:39,-12.0667,-77.15,71.89,68,75,13.8
409,Ahmadpur East,PK,2023-07-28 21:38:40,29.1431,71.2598,93.29,54,55,7.74
410,Hammerfest,NO,2023-07-28 21:38:40,70.6634,23.6821,50.45,87,75,6.91
411,Puerto Ayacucho,VE,2023-07-28 21:38:40,5.6639,-67.6236,81.99,81,70,4.29
412,Maceio,BR,2023-07-28 21:38:40,-9.6658,-35.7353,78.24,78,0,5.75
413,La Ronge,CA,2023-07-28 21:38:40,55.1001,-105.2842,68.25,45,75,8.05
414,Chilliwack,CA,2023-07-28 21:38:40,49.1747,-121.9443,84.16,49,70,7.0
415,Saint-Philippe,RE,2023-07-28 21:38:40,-21.3585,55.7679,63.99,69,35,8.81
416,Quatre Cocos,MU,2023-07-28 21:38:41,-20.2078,57.7625,71.71,76,84,11.12
417,Kirensk,RU,2023-07-28 21:38:41,57.7853,108.1119,62.98,97,96,1.95
418,Punta Del Este,UY,2023-07-28 21:38:41,-34.9667,-54.95,48.87,77,75,4.61
419,Laguna,US,2023-07-28 21:38:41,38.421,-121.4238,97.54,31,0,6.91
420,Magadan,RU,2023-07-28 21:38:41,59.5667,150.8,57.2,61,100,5.41
421,Dubrovnik,HR,2023-07-28 21:38:41,42.6481,18.0922,71.24,60,0,3.44
422,Egilsstadir,IS,2023-07-28 21:38:42,65.2653,-14.3948,46.31,93,75,13.8
423,Vylkove,UA,2023-07-28 21:38:42,45.4021,29.586,66.72,71,20,11.5
424,Roma,US,2023-07-28 21:37:03,43.2128,-75.4557,89.91,57,0,10.36
425,San Juan Del Sur,NI,2023-07-28 21:38:42,11.2529,-85.8705,89.82,70,20,4.61
426,Chaihe,CN,2023-07-28 21:38:42,44.7667,129.7,68.23,95,100,3.06
427,Prieska,ZA,2023-07-28 21:38:42,-29.6641,22.7474,56.64,30,89,10.8
428,Karratha,AU,2023-07-28 21:38:42,-20.7377,116.8463,65.37,39,3,9.6
429,Vorkuta,RU,2023-07-28 21:38:43,67.5,64.0,49.12,93,91,10.02
430,Dalhart,US,2023-07-28 21:38:43,36.0595,-102.5133,100.42,18,0,13.8
431,Island Harbour,GB,2023-07-28 21:38:43,50.724,-1.2758,64.18,92,100,5.01
432,Salinopolis,BR,2023-07-28 21:36:44,-0.6136,-47.3561,79.66,85,92,12.17
433,Al Mishkhab,IQ,2023-07-28 21:38:43,31.8042,44.4911,98.71,14,0,10.85
434,Kingston,JM,2023-07-28 21:38:28,17.997,-76.7936,91.24,61,20,24.16
435,Tughyl,KZ,2023-07-28 21:38:44,47.7252,84.2063,63.64,80,0,9.42
436,Vernon,CA,2023-07-28 21:35:53,50.2581,-119.2691,89.76,20,26,4.61
437,Alta,NO,2023-07-28 21:39:44,69.9689,23.2717,52.86,83,20,10.0
438,Radziejow,PL,2023-07-28 21:39:44,52.6248,18.5277,61.92,94,12,6.06
439,Margate,GB,2023-07-28 21:39:44,51.3813,1.3862,62.87,82,100,5.99
440,Mili,MH,2023-07-28 21:39:45,6.0815,171.735,83.62,77,68,15.35
441,Leava,WF,2023-07-28 21:39:46,-14.3,-178.1667,78.6,82,100,18.25
442,Goundi,TD,2023-07-28 21:39:46,9.3627,17.366,74.61,83,95,0.43
443,St. John'S,CA,2023-07-28 21:36:49,47.5649,-52.7093,76.39,69,20,11.5
444,Zhezqazghan,KZ,2023-07-28 21:39:46,47.7833,67.7667,78.53,33,60,4.88
445,Rio Verde De Mato Grosso,BR,2023-07-28 21:39:47,-18.9181,-54.8442,81.07,37,99,8.01
446,Fougamou,GA,2023-07-28 21:39:47,-1.2154,10.5838,73.65,81,65,2.93
447,Tezu,IN,2023-07-28 21:39:47,27.9167,96.1667,75.24,98,98,2.13
448,Ushtobe,KZ,2023-07-28 21:39:47,45.2514,77.9838,70.39,53,0,7.54
449,Vila Franca Do Campo,PT,2023-07-28 21:39:47,37.7167,-25.4333,73.81,91,15,6.87
450,Orchard Homes,US,2023-07-28 21:39:48,46.8633,-114.0484,88.39,27,0,3.44
451,Ulladulla,AU,2023-07-28 21:39:48,-35.35,150.4667,54.81,79,1,6.2
452,Newnham,AU,2023-07-28 21:39:48,-41.3833,147.1333,52.75,93,100,9.22
453,Ghat,LY,2023-07-28 21:39:48,24.9647,10.1728,93.72,10,26,4.36
454,Springbok,ZA,2023-07-28 21:39:48,-29.6643,17.8865,43.11,95,99,14.45
455,Itajuipe,BR,2023-07-28 21:39:48,-14.6781,-39.375,75.99,98,50,1.25
456,Korla,CN,2023-07-28 21:39:49,41.7597,86.1469,84.99,26,94,10.71
457,Jiangyou,CN,2023-07-28 21:39:49,31.7667,104.7167,71.46,88,12,4.23
458,El Triunfo,EC,2023-07-28 21:39:49,-1.9333,-79.9667,84.24,51,95,3.22
459,Urangan,AU,2023-07-28 21:39:49,-25.3,152.9,63.43,79,88,6.35
460,Stung Treng,KH,2023-07-28 21:39:49,13.5259,105.9683,74.95,99,100,2.98
461,Villa La Angostura,AR,2023-07-28 21:39:49,-40.7617,-71.6463,40.41,99,100,7.54
462,Nuuk,GL,2023-07-28 21:39:50,64.1835,-51.7216,54.21,76,75,8.05
463,Hilo,US,2023-07-28 21:39:45,19.7297,-155.09,85.28,73,100,4.61
464,Semnan,IR,2023-07-28 21:39:50,35.5729,53.3971,85.08,26,5,8.28
465,Sarmiento,AR,2023-07-28 21:39:50,-45.5882,-69.07,54.91,64,99,31.81
466,Sahiwal,PK,2023-07-28 21:39:50,30.6667,73.1,87.51,66,44,4.76
467,Salym,RU,2023-07-28 21:39:50,60.0625,71.4789,59.92,97,100,2.91
468,Forster,AU,2023-07-28 21:39:51,-32.1667,152.5167,58.08,64,41,2.3
469,Yeppoon,AU,2023-07-28 21:39:51,-23.1333,150.7333,58.78,83,91,8.9
470,Letterkenny,IE,2023-07-28 21:39:51,54.95,-7.7333,54.73,89,88,8.32
471,Lata,PT,2023-07-28 21:39:51,40.1629,-8.3327,64.49,98,45,2.19
472,Hobyo,SO,2023-07-28 21:39:51,5.3505,48.5268,77.5,78,92,23.02
473,Merizo Village,GU,2023-07-28 21:39:51,13.2658,144.6691,81.99,96,86,8.63
474,Gornozavodsk,RU,2023-07-28 21:39:52,58.3758,58.3211,55.22,97,35,2.86
475,Rampur,IN,2023-07-28 21:39:52,28.8167,79.0333,78.04,95,100,7.36
476,Gurupi,BR,2023-07-28 21:35:19,-11.7292,-49.0686,83.53,28,0,5.7
477,Kostomuksha,RU,2023-07-28 21:39:52,64.571,30.5767,55.38,98,100,11.63
478,Borba,BR,2023-07-28 21:39:52,-4.3878,-59.5939,87.31,37,0,1.92
479,Tototlan,MX,2023-07-28 21:39:52,20.55,-102.8,66.34,79,51,9.13
480,Ndioum,SN,2023-07-28 21:39:53,16.5129,-14.6471,89.49,33,97,9.62
481,International Falls,US,2023-07-28 21:39:53,48.6011,-93.411,74.14,67,0,4.61
482,Piacabucu,BR,2023-07-28 21:39:53,-10.4056,-36.4344,74.14,77,5,7.94
483,Novyy Urgal,RU,2023-07-28 21:39:53,51.0736,132.5642,64.74,92,79,1.43
484,Dzilam Gonzalez,MX,2023-07-28 21:39:53,21.2833,-88.9333,87.85,64,46,11.07
485,Padang,ID,2023-07-28 21:40:53,-0.9492,100.3543,75.25,88,100,3.42
486,Pran Buri,TH,2023-07-28 21:40:53,12.3847,99.9098,81.01,74,98,9.73
487,Waldfischbach-Burgalben,DE,2023-07-28 21:40:54,49.2833,7.6667,65.55,95,40,3.44
488,Port Alberni,CA,2023-07-28 21:40:54,49.2413,-124.8028,81.93,43,69,8.01
489,Lazaro Cardenas,MX,2023-07-28 21:40:54,17.9583,-102.2,87.78,65,19,10.4
490,Port Augusta,AU,2023-07-28 21:40:54,-32.5,137.7667,48.31,88,0,1.59
491,Yoko,CM,2023-07-28 21:40:54,5.5333,12.3167,64.76,98,94,3.58
492,Lerwick,GB,2023-07-28 21:40:54,60.1545,-1.1494,57.2,97,83,13.82
493,Nsanje,MW,2023-07-28 21:40:55,-16.92,35.262,66.76,71,21,3.8
494,Isangel,VU,2023-07-28 21:37:47,-19.55,169.2667,70.25,58,100,12.84
495,Bafoulabe,ML,2023-07-28 21:40:55,13.8065,-10.8321,83.43,73,84,4.52
496,East Ballina,AU,2023-07-28 21:40:55,-28.8667,153.5833,53.8,71,7,4.34
497,Mezhdurechenskiy,RU,2023-07-28 21:40:55,59.6,65.9333,61.05,97,78,8.41
498,Cacapava Do Sul,BR,2023-07-28 21:40:55,-30.5122,-53.4914,45.86,87,23,4.7
499,Saynshand,MN,2023-07-28 21:40:56,44.8824,110.1163,77.88,38,18,5.03
500,Adam,OM,2023-07-28 21:40:56,22.3756,57.5233,86.81,56,76,7.72
501,Lydenburg,ZA,2023-07-28 21:40:56,-25.0978,30.4597,51.66,65,16,0.58
502,Naze,JP,2023-07-28 21:40:56,28.3667,129.4833,79.72,84,100,11.1
503,Ginir,ET,2023-07-28 21:40:56,7.1333,40.7,59.34,74,37,11.14
504,Moravsky Krumlov,CZ,2023-07-28 21:40:56,49.0489,16.3117,70.39,73,0,6.91
505,Pyin Oo Lwin,MM,2023-07-28 21:40:57,22.0333,96.4667,67.32,95,100,1.81
506,Harstad,NO,2023-07-28 21:40:57,68.799,16.5293,56.8,100,22,7.0
507,Ashkasham,AF,2023-07-28 21:40:58,36.6833,71.5333,53.15,60,62,4.88
508,Cold Springs,US,2023-07-28 21:40:58,39.6802,-119.9766,94.39,14,0,14.0
509,Gorom-Gorom,BF,2023-07-28 21:40:58,14.4439,-0.2361,80.24,64,99,13.94
510,Baardheere,SO,2023-07-28 21:40:58,2.3446,42.2764,75.81,69,24,16.91
511,Wewak,PG,2023-07-28 21:40:58,-3.5534,143.6268,78.94,83,89,5.64
512,Crawfordsville,US,2023-07-28 21:40:59,40.0411,-86.8745,92.3,58,25,13.8
513,Bairnsdale,AU,2023-07-28 21:40:59,-37.8333,147.6167,49.03,79,0,5.44
514,Dehri,IN,2023-07-28 21:40:59,24.8667,84.1833,88.63,62,91,4.83
515,Fisterra,ES,2023-07-28 21:38:18,42.9049,-9.2629,69.75,98,44,10.71
516,Karpenisi,GR,2023-07-28 21:40:59,38.9167,21.7833,59.02,79,0,1.01
517,Kununurra,AU,2023-07-28 21:41:00,-15.7667,128.7333,67.98,77,100,2.3
518,Peniche,PT,2023-07-28 21:41:00,39.3558,-9.3811,71.08,95,5,7.96
519,Kisangani,CD,2023-07-28 21:41:00,0.5167,25.2,77.4,71,63,2.59
520,Dzialoszyn,PL,2023-07-28 21:41:00,51.117,18.8652,61.75,94,7,6.89
521,Bujaru,BR,2023-07-28 21:41:00,-1.515,-48.0447,81.25,71,99,4.5
522,Ar Ruways,AE,2023-07-28 21:41:01,24.1103,52.7306,88.66,75,66,4.68
523,Sena Madureira,BR,2023-07-28 21:41:01,-9.0656,-68.6569,86.25,43,97,1.5
524,Conde,BR,2023-07-28 21:39:29,-7.2597,-34.9075,74.66,88,75,6.91
525,Willows,US,2023-07-28 21:41:01,39.5243,-122.1936,91.51,12,0,10.22
526,Staraya Kulatka,RU,2023-07-28 21:41:02,52.7167,47.6167,74.35,56,94,6.78
527,Greymouth,NZ,2023-07-28 21:41:02,-42.4667,171.2,43.39,77,100,5.08
528,Mount Pearl,CA,2023-07-28 21:41:02,47.5166,-52.7813,75.54,69,20,11.5
529,Banda Aceh,ID,2023-07-28 21:41:02,5.5577,95.3222,78.96,76,100,14.14
530,Tavda,RU,2023-07-28 21:41:02,58.0425,65.2726,60.87,93,59,7.76
531,Buriti Alegre,BR,2023-07-28 21:42:02,-18.14,-49.0403,72.34,37,92,1.19
532,Bichura,RU,2023-07-28 21:42:03,50.5881,107.6022,62.2,68,70,2.84
533,Luziania,BR,2023-07-28 21:42:03,-16.2525,-47.9503,80.29,37,53,3.49
534,Isyangulovo,RU,2023-07-28 21:42:03,52.1909,52.1909,77.32,49,24,7.92
535,Namibe,AO,2023-07-28 21:42:03,-15.1961,12.1522,59.63,79,10,10.09
536,Sao Vicente,BR,2023-07-28 21:37:20,-23.9631,-46.3919,77.18,59,100,1.14
537,Poxoreo,BR,2023-07-28 21:42:03,-15.8372,-54.3892,79.9,25,86,2.77
538,Pandan,PH,2023-07-28 21:42:04,14.0453,124.1694,81.1,82,100,10.67
539,Nishinoomote,JP,2023-07-28 21:42:04,30.7333,131.0,81.75,76,100,12.93
540,Turpan,CN,2023-07-28 21:42:04,42.9333,89.1667,94.82,23,97,6.46
541,Ouargla,DZ,2023-07-28 21:42:04,31.9493,5.325,102.27,6,0,4.61
542,Borgarnes,IS,2023-07-28 21:42:04,64.5383,-21.9206,59.05,85,41,11.39
543,Buenavista Del Norte,ES,2023-07-28 21:42:04,28.3746,-16.861,75.65,72,29,13.96
544,Gwadar,PK,2023-07-28 21:42:05,25.1216,62.3254,81.61,81,74,8.63
545,Suklayin,PH,2023-07-28 21:42:05,15.7574,121.5503,77.7,91,100,6.71
546,Yessentuki,RU,2023-07-28 21:42:05,44.0444,42.8606,55.49,94,2,1.05
547,Spring Creek,US,2023-07-28 21:40:55,40.7266,-115.5859,90.39,10,0,10.49
548,Eirunepe,BR,2023-07-28 21:42:06,-6.6603,-69.8736,88.16,46,91,2.15
549,Nuku'Alofa,TO,2023-07-28 21:42:06,-21.1333,-175.2,71.94,56,20,5.75
550,La Gi,VN,2023-07-28 21:42:07,10.6667,107.7833,77.86,93,100,10.18
551,Macapa,BR,2023-07-28 21:42:07,0.0389,-51.0664,87.78,74,20,11.5
552,Fangshan,CN,2023-07-28 21:42:07,39.6983,115.9925,78.6,73,100,4.41
553,Chechat,IN,2023-07-28 21:42:08,24.7667,75.8833,78.96,86,98,15.55
554,Zhongshu,CN,2023-07-28 21:42:08,24.5167,103.7667,62.31,95,37,4.36
555,Pasuquin,PH,2023-07-28 21:42:08,18.3328,120.6177,76.95,94,75,3.44
556,Olyokminsk,RU,2023-07-28 21:42:08,60.3736,120.4264,68.58,80,84,3.89
557,Aguas Belas,BR,2023-07-28 21:42:09,-9.1114,-37.1231,69.6,85,17,8.14
558,Muromtsevo,RU,2023-07-28 21:42:09,56.3724,75.2418,61.16,98,100,8.88
559,Pont Rouge,CA,2023-07-28 21:42:09,48.8833,-72.0825,75.31,67,36,15.7
560,Quelimane,MZ,2023-07-28 21:42:09,-17.8786,36.8883,69.75,88,20,4.61
561,El Bayadh,DZ,2023-07-28 21:42:09,33.6832,1.0193,87.44,13,85,1.12
562,Santa Luzia,BR,2023-07-28 21:38:14,-19.7697,-43.8514,74.3,53,20,5.75
563,Gaspe,CA,2023-07-28 21:42:10,48.8334,-64.4819,68.22,83,100,6.91
564,Walvis Bay,NA,2023-07-28 21:42:10,-22.9575,14.5053,54.09,87,0,5.75
565,Ciudad Acuna,MX,2023-07-28 21:42:10,29.3232,-100.9522,104.41,25,40,8.05
566,Lilongwe,MW,2023-07-28 21:39:25,-13.9669,33.7873,63.14,56,5,3.62
567,Ocean Shores,US,2023-07-28 21:42:10,46.9737,-124.1563,71.96,74,0,16.11
568,Lodja,CD,2023-07-28 21:42:10,-3.4833,23.4333,74.93,39,5,0.4
569,Acajutla,SV,2023-07-28 21:42:10,13.5928,-89.8275,86.31,69,65,8.99
570,Ivins,US,2023-07-28 21:42:11,37.1686,-113.6794,106.92,13,18,7.0
571,Aripuana,BR,2023-07-28 21:42:11,-9.1667,-60.6333,83.79,36,1,2.77
572,Al Kharj,SA,2023-07-28 21:42:11,24.155,47.3346,97.38,12,99,5.01
573,Nogliki,RU,2023-07-28 21:42:11,51.8333,143.1667,53.56,97,100,10.76
574,Pitimbu,BR,2023-07-28 21:42:11,-7.4706,-34.8086,75.79,82,26,11.48
575,Ma'Rib,YE,2023-07-28 21:42:11,15.4591,45.3253,87.24,31,99,5.35
576,Iquique,CL,2023-07-28 21:40:48,-20.2208,-70.1431,66.24,80,6,6.51
577,San Antonio De Pale,GQ,2023-07-28 21:42:12,-1.4014,5.6325,73.44,84,100,14.2
578,Acolla,PE,2023-07-28 21:42:12,-11.7319,-75.5463,55.63,53,57,9.19
579,Corn Island,NI,2023-07-28 21:42:12,12.1694,-83.0418,81.75,84,100,16.17
580,Plastun,RU,2023-07-28 21:43:12,44.7561,136.2939,77.72,76,100,3.09
581,Tadmur,SY,2023-07-28 21:43:12,34.5608,38.2805,84.78,26,0,15.01
582,Rawson,AR,2023-07-28 21:43:13,-43.3002,-65.1023,56.93,53,100,24.94
583,Pacific Grove,US,2023-07-28 21:39:15,36.6177,-121.9166,86.38,74,0,10.0
